id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
25341485,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173512,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173512,122,urn:uuid:35ed673f-76d6-4d68-8b77-2a145059709a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341485
25341486,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173513,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173513,122,urn:uuid:4b4107a7-20dd-469d-baa3-e50e92b59fe8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341486
25341487,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173514,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173514,122,urn:uuid:b069b8fb-eefe-435b-86d4-73001046ce90,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341487
25341488,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173515,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173515,122,urn:uuid:808d52ec-b18b-45ae-8fb9-9525f75ae846,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341488
25341489,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173518,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173518,122,urn:uuid:456e8bf5-31ab-4476-a667-7d4f1bf520f1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341489
25341490,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173519,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173519,122,urn:uuid:e63e4805-6c39-4872-8c00-b80cc71c09f2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341490
25341491,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173521,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173521,122,urn:uuid:4728108e-47e1-4e6c-9a46-3198055da9bb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341491
25341492,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173522,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173522,122,urn:uuid:45b87cae-822e-4ffc-952e-6585cd2ea12d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341492
25341493,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173523,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173523,122,urn:uuid:06853bfb-c54a-4bb7-abf1-ca8f5e884a25,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341493
25341494,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173524,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173524,122,urn:uuid:7d739553-e07b-45db-a87c-e2ebde941c91,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341494
25341495,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173525,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173525,122,urn:uuid:60f3af46-3acd-4bc4-802b-ba5b76f706fa,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341495
25341496,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173526,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173526,122,urn:uuid:2895ecce-53fc-4e35-8d42-a690bd32fb01,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341496
25341497,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173527,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173527,122,urn:uuid:02950d9c-0799-459b-9c41-858275ca6c4b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341497
25341498,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173528,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173528,122,urn:uuid:58590dee-331c-45f0-92aa-c6fd5a6637d5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341498
25341499,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173529,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173529,122,urn:uuid:7411a6f2-1e26-44f6-a3a5-49879a0cfc19,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341499
25341500,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173530,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173530,122,urn:uuid:22542414-bc25-4fce-9c48-6c7cec4f2fc2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341500
25341501,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173531,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173531,122,urn:uuid:297497ad-3ff6-4960-9b0b-71f3c1e30436,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341501
25341502,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173532,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173532,122,urn:uuid:d0f63e43-b251-4335-bd64-e40789c4ecfa,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341502
25341503,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173533,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173533,122,urn:uuid:f8a15487-45c5-4153-8ddb-a778c6e8e778,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341503
25341504,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173534,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-24,1980,7,24,206,,1980-07-24T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173534,122,urn:uuid:5b16a2c5-3641-4caa-9e44-05931e3d2651,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341504
25341505,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173536,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173536,122,urn:uuid:2fa5f9bf-572a-4b71-9909-359351b2d175,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341505
25341506,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173554,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-24,1980,7,24,206,,1980-07-24T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173554,122,urn:uuid:5d17afdf-f6fe-4f38-a89b-d95271eb5d57,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341506
25341507,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173559,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173559,122,urn:uuid:1efd71d5-fe70-41b0-a8f0-06b59310aeb5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341507
25341508,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173561,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-24,1980,7,24,206,,1980-07-24T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173561,122,urn:uuid:5e434d04-6732-4209-8206-e267b984235f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341508
25341509,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173562,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-24,1980,7,24,206,,1980-07-24T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173562,122,urn:uuid:7c2893d2-c64b-41b8-8360-4d193c0f4ed5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341509
25341510,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173563,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-24,1980,7,24,206,,1980-07-24T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173563,122,urn:uuid:3136ce86-a855-4432-af96-13ac78c30666,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341510
25341511,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173565,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-07-30,1980,7,30,212,,1980-07-30T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173565,122,urn:uuid:ba48c0a4-80d8-49aa-a183-e65311cbcd3b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341511
25341512,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173591,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173591,122,urn:uuid:cb99a650-e6e4-4680-a507-cac63a469ffd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341512
25341513,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173592,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173592,122,urn:uuid:42df2d87-3576-4314-bf70-127b6be675da,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341513
25341514,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173593,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173593,122,urn:uuid:4f7cc595-883e-41dd-a0a9-febb62d644ff,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341514
25341515,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173597,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173597,122,urn:uuid:caaf7663-675a-4722-974f-f0092832b84b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341515
25341516,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173616,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173616,122,urn:uuid:076b2259-045f-4350-855e-68aff5a7403f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341516
25341517,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173673,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-24,1981,7,24,205,,1981-07-24T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173673,122,urn:uuid:5fee223e-d68b-433c-afe1-7189667b1457,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341517
25341518,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173674,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173674,122,urn:uuid:dbd6b13e-f7e0-497a-882a-7769d06f757b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341518
25341519,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173675,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173675,122,urn:uuid:f8188301-03c3-427e-a6f3-ea83d849f337,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341519
25341520,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173676,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173676,122,urn:uuid:c7799360-b2f0-46dc-8615-c9659acc92a6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341520
25341521,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173677,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173677,122,urn:uuid:45b0b23f-fb36-4ee9-be76-80751843bcab,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341521
25341522,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173678,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-23,1981,7,23,204,,1981-07-23T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173678,122,urn:uuid:56170ceb-d00f-430f-90cb-6c896fd843c9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341522
