coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
26202730,Robertson,,2012-12-31,,"Dufourea novaeangliae",0,,,,,,,"; Determination year is a proxy for unknown data. It will be updated when year is known Determinations made by Robertson",urn:uuid:1a228dd1-b3c0-4625-91e2-ff6288f11804,"2017-04-05 19:32:48"
