gbifID,date,lat,lon
3113324817,2021-05-03T00:00:00Z,42.71866,-71.02505
3113265027,2020-07-23T00:00:00Z,42.77262,-70.92279
3112884694,2018-07-27T00:00:00Z,45.55137,-77.3392
3112868997,2014-08-02T00:00:00Z,45.59892,-75.10845
3112801563,2017-08-09T00:00:00Z,43.29168,-79.88353
3112534506,2020-07-15T00:00:00Z,45.50393,-75.49164
3112451904,2021-05-02T00:00:00Z,42.30171,-71.11912
3112444406,2017-08-07T00:00:00Z,43.29328,-79.88134
3112344868,2021-04-30T00:00:00Z,40.86684,-73.87575
3112325156,2021-05-01T00:00:00Z,42.01761,-70.86821
3109387558,2021-04-29T00:00:00Z,40.3772,-74.42707
3109313338,2019-06-23T00:00:00Z,44.35542,-78.30705
3108987560,2018-09-01T00:00:00Z,45.48129,-75.59794
3097340351,2019-08-12T00:00:00Z,43.45737,-74.4018
3090862808,2020-08-21T00:00:00Z,44.8432,-79.62474
3090860551,2019-06-25T00:00:00Z,40.33081,-74.9426
3090853569,2019-09-18T00:00:00Z,41.8977,-72.83252
3090826533,2019-07-16T00:00:00Z,44.93639,-79.78167
3090824784,2020-08-01T00:00:00Z,44.37766,-77.31204
3090794412,2018-07-24T00:00:00Z,42.75287,-78.72765
3090786787,2020-08-01T00:00:00Z,45.62498,-76.2082
3090618788,2020-07-25T00:00:00Z,45.01356,-79.83678
3090614813,2020-07-25T00:00:00Z,45.07146,-79.813
3090600706,2020-05-23T00:00:00Z,42.33529,-71.75017
3090600456,2014-08-14T00:00:00Z,44.11549,-74.63545
3090593584,2019-09-01T00:00:00Z,45.27063,-76.20678
3090589412,2018-08-08T00:00:00Z,44.38222,-74.30164
3090531278,2019-08-12T00:00:00Z,40.99394,-76.05873
3079921459,2019-07-21T00:00:00Z,45.30597,-79.89357
3079896782,2019-08-15T00:00:00Z,45.37421,-78.91496
3079807873,2020-08-11T00:00:00Z,45.52305,-74.27941
3079733965,2020-08-13T00:00:00Z,42.7156,-71.03868
3079712038,2020-07-15T00:00:00Z,45.59838,-75.08358
3079689917,2020-07-25T00:00:00Z,45.39586,-73.75357
3079671891,2020-07-17T00:00:00Z,43.28275,-79.89902
3079571613,2019-07-18T00:00:00Z,42.10825,-71.3214
3079568482,2018-08-03T00:00:00Z,45.63723,-74.67645
3079527856,2020-07-10T00:00:00Z,43.29486,-79.87443
3079504631,2019-07-20T00:00:00Z,44.86256,-79.45446
3079477346,2005-07-03T00:00:00Z,40.59831,-79.99746
3070676334,2020-07-03T00:00:00Z,45.04927,-78.51689
3070604095,2020-06-16T00:00:00Z,40.72019,-74.4983
3070584953,2020-06-28T00:00:00Z,42.65903,-70.62327
3070578686,2019-06-22T00:00:00Z,40.10972,-74.86106
3070574421,2012-07-23T00:00:00Z,45.50185,-75.49645
3070551411,2011-07-20T00:00:00Z,45.50185,-75.49645
3070534005,2020-06-29T00:00:00Z,42.67145,-71.48546
3070500439,2012-08-01T00:00:00Z,45.50185,-75.49645
3070352445,2016-07-18T00:00:00Z,45.47263,-75.57291
3070346535,2018-07-18T00:00:00Z,44.98111,-76.48532
3070337726,2019-07-26T00:00:00Z,42.62889,-71.28832
3070277594,2019-04-28T00:00:00Z,40.50459,-74.25373
3070258384,2011-07-14T00:00:00Z,45.50185,-75.49645
3067954020,2020-06-26T00:00:00Z,42.86603,-72.55911
3067952028,2020-06-15T00:00:00Z,42.12014,-71.16734
3067950608,2019-06-22T00:00:00Z,42.09285,-71.17628
3067947008,2020-06-27T00:00:00Z,41.35026,-71.94867
3067921019,2020-07-08T00:00:00Z,43.52486,-72.07899
3067907006,2020-07-18T00:00:00Z,43.34317,-70.5573
3067849354,2020-09-13T00:00:00Z,43.49459,-72.10917
3067827079,2020-07-13T00:00:00Z,42.62392,-71.55713
3067812735,2018-07-27T00:00:00Z,45.39724,-72.67474
3067758721,2019-08-30T00:00:00Z,45.32679,-79.75133
3067679087,2020-08-08T00:00:00Z,43.19946,-72.507320000000007
3067675078,2020-06-28T00:00:00Z,45.38566,-75.68677
3067661159,2020-07-30T00:00:00Z,43.49961,-72.09707
3067656163,2020-09-11T00:00:00Z,43.18177,-72.45092
3067655145,2020-07-30T00:00:00Z,43.49961,-72.09707
3067654994,2020-05-28T00:00:00Z,42.06948,-71.15605
3067652603,2019-08-28T00:00:00Z,41.83854,-73.93873
3067651066,2020-08-10T00:00:00Z,42.10826,-71.32145
3067646686,2019-08-19T00:00:00Z,43.52385,-72.1231
3067639996,2020-07-17T00:00:00Z,40.04341,-74.99332
3067636715,2016-07-04T00:00:00Z,43.52629,-72.12376
3067627017,2020-07-25T00:00:00Z,43.36068,-72.49589
3067620044,2020-07-21T00:00:00Z,43.51501,-72.1136
3067618726,2017-06-08T00:00:00Z,41.63413,-70.89311
3067616682,2019-09-07T00:00:00Z,43.5291,-72.11969
3067615061,2020-07-08T00:00:00Z,43.52483,-72.07904
3067614707,2008-07-12T00:00:00Z,42.10809,-71.32139
3067607201,2020-09-12T00:00:00Z,44.62582,-73.24098
3061743053,2010-08-01T00:00:00Z,44.88649,-79.83573
3061731429,2020-06-25T00:00:00Z,42.47745,-71.33204
3061714437,2020-09-01T00:00:00Z,45.03946,-76.15726
3061702532,2013-07-21T00:00:00Z,40.57642,-74.4558
3061561451,2020-08-22T00:00:00Z,42.84874,-78.85355
3059069082,2019-09-14T00:00:00Z,42.47736,-76.45102
3059018625,2020-09-04T00:00:00Z,42.40232,-73.56933
3059016536,2020-06-28T00:00:00Z,40.31266,-74.60668
