id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
25448353,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119992,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:07e77019-ece0-4528-a8e6-973d2520b700,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448353
25448354,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119993,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:73890e33-4fd4-46d0-86ee-47f648a209c9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448354
25448355,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119994,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:57f5c723-8984-4556-b9bc-779b6066c976,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448355
25448356,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119995,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7854ea8f-ce1e-4170-9201-15ebd8536001,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448356
25448357,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119996,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:bd1d44f6-208f-490c-9196-9b8d650436f5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448357
25448358,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119997,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1f10c7ac-de8b-4d39-8151-9a16e6124a33,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448358
25448359,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119998,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5cf03292-0fa8-4160-9842-af043b08fe1a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448359
25448360,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119999,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a713e30b-1c15-418c-b79f-d69751e6a7e8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448360
25448361,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119956,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"W.J. Hanson, G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1ba0b5a9-2728-44a1-9048-cc04654ccd6e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448361
25448362,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,109897,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1979-06-29,1979,6,29,180,,1979-06-29T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:67a376a0-8943-4dc0-a53c-4c28631d1579,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448362
25448363,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119976,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1979-06-29,1979,6,29,180,,1979-06-29T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:73a0ef70-57c7-4b29-b097-6ab4b8ebed9b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448363
25448364,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,109883,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Deer Cliff Inn",,42.1336,-111.7008,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ef37aaa2-92a1-4ea3-9bfb-f64a4fef4946,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448364
25448365,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119981,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1980-07-12,1980,7,12,194,,1980-07-12T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,,,,,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:01079e08-77bc-4089-84d0-e8852ad15f9e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448365
25448366,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119977,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1978-07-15,1978,7,15,196,,1978-07-15T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,Mapleton,,42.08381,-111.74883,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0490e086-5655-4cb4-a6ab-97b934326cb7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448366
25448367,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119978,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1978-07-15,1978,7,15,196,,1978-07-15T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,Mapleton,,42.08381,-111.74883,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b8a9bc50-dc71-4e4b-a9c3-94481ec4e0e6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448367
25448368,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119979,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1978-07-15,1978,7,15,196,,1978-07-15T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,Mapleton,,42.08381,-111.74883,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ef886a39-a96f-403e-a9e2-5c4613ad8358,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448368
25448369,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,92710,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1978-07-15,1978,7,15,196,,1978-07-15T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,Mapleton,,42.08381,-111.74883,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e4af4244-3024-4f9f-a10d-2616f510bf85,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448369
25448370,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119954,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1980-07-28,1980,7,28,210,,1980-07-28T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e593038f-5058-43ea-9402-a6ab7bdabcb4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448370
25448371,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119955,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3a561ae7-d329-4a4e-967d-de4c90cbd04b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448371
25448372,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119982,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1980-07-25,1980,7,25,207,,1980-07-25T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:18aa4866-1a35-43cc-b1e7-4d097b483578,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448372
25448373,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119983,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1980-07-28,1980,7,28,210,,1980-07-28T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f935c141-4741-4878-84f7-80f9193fd6aa,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448373
25448374,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119984,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:60402899-e470-4168-af0e-ad0870095e24,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448374
25448375,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119985,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:eb638849-406a-444f-a183-c50cae7e92a9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448375
25448376,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119986,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4afdc715-0660-460a-9cef-f7ca86788ef5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448376
25448377,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119987,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:58032fda-7739-4680-abc5-2d527a4dfcda,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448377
25448378,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119988,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8ad67a5d-3df7-497b-aad9-3731d981b3f1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448378
25448379,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119989,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9c54c9de-a9a2-48ed-b560-cc13dee8dc02,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448379
25448380,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119990,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-22,1983,7,22,203,,1983-07-22T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ec477c3b-d245-4039-aae7-6896ea4d8b83,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448380
25448381,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119991,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Knowlton",,1983-07-30,1983,7,30,211,,1983-07-30T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Moser Campground",,42.13798,-111.69466,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7e53f5f5-bb55-48b3-8cef-d3b5187df88c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448381
25448382,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,BBSL190928,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"T.B. Mitchell",,1921-06-24,1921,6,24,175,,1921-06-24T01:00Z,,,,,,,,,,,,,,,,,"United States",Massachusetts,Norfolk,,Needham,,42.28343,-71.23283,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:db4cf290-9895-44ea-a2bd-cc367579944a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448382
25448383,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,BBSL190902,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"H.A. Scullen",,1928-07-21,1928,7,21,203,,1928-07-21T01:00Z,,,,,,,,,,,,,,,,,"United States","New York",Tompkins,,Ringwood,,,,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cb59d8af-7038-474a-b456-a3aad9c2c575,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448383
25448384,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,86455,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,"T.L. Griswold 1995",,,,,,,"W.J. Turner",,1958-07-13,1958,7,13,194,,1958-07-13T01:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Kootenai,,"Coeur d'Alene Lk,nr.Carlin Bay, 10 mi N Harrison",,47.54046,-116.77851,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5ebad82a-aa23-4c05-bbf4-15ddf6bcac10,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448384
25448385,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,109896,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Bohart",,1983-06-30,1983,6,30,181,,1983-06-30T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b756892a-a801-4be2-a7b9-6d09ff75b69a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448385
25448386,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119959,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Bohart",,1983-06-30,1983,6,30,181,,1983-06-30T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:aec4549c-7ebc-4abd-8d05-3d76eab77261,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448386
25448387,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119960,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Bohart",,1983-06-30,1983,6,30,181,,1983-06-30T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e38b109a-ade0-4c7d-a2e2-acf25f226998,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448387
25448388,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119961,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Bohart",,1983-06-30,1983,6,30,181,,1983-06-30T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cc58078a-eb67-448b-8e90-46ac77fc4b9b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448388
25448389,USDA-ARS,BBSL,,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,PRESERVED_SPECIMEN,,119962,,Animalia,Arthropoda,Insecta,Hymenoptera,Melittidae,"Macropis nuda",188621,"(Provancher, 1882)",Macropis,nuda,,,,,,,,,,"G.E. Bohart",,1983-06-30,1983,6,30,181,,1983-06-30T02:00Z,,,,,,,,,,,,,,,,,"United States",Idaho,Franklin,,"Cub River Canyon",,41.91,-111.87,,,,,,,,,,,,,,,,,,"2018-10-17 05:44:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ed0ad46f-413d-4c1d-9ab7-06b6e0aa9563,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25448389
